restaurantLink;restaurant;category;locaition;date;starsValue;text;useful;funny;cool
/biz/via-carota-new-york-city;Via Carota;Italian;West Village, New York City;Oct 22, 2023;5;Awesome spot! Every single dish was amazing. We didn't necessarily order everything I wanted, since the girl I was with eats much healthier than I do, but we got the Brussels sprouts, artichoke, pappardelle, and branzino. Everything was great. There are lot of great Italian restaurants in the city but this spot stands out as 1) girls really want to come here because Taylor Swift once ate here and 2) the ambiance, really cool setting;1;1;1
/biz/essential-by-christophe-new-york-2;Essential By Christophe;French,Wine Bars,Desserts;Upper West Side, New York;Oct 20, 2023;5;Amazing spot- great fine dining but not stuffy. Every single dish was phenomenal. I will be making a point to come back soon. Really an incredible experience;1;1;2
/biz/sassafraz-toronto;Sassafraz;French;Yorkville, Toronto;Oct 20, 2023;5;Came here for a work dinner and was not disappointed. Started with the steak tartar, fish tacos and olives, and then I had the duck has my main. I didn't think the duck was very good but everything else was great. Our server was clearly very new but seemed to try hard. Great ambiance and was relatively busy;2;1;1
/biz/waraku-san-francisco-2;Waraku;Ramen,Noodles,Izakaya;Japantown, San Francisco;Oct 14, 2023;5;Came here for lunch with my buddy and had a great time. The ramen was amazing, the place had a light flow of patrons coming through which made the service attentive. The guy I was with had just come back from Japan and he was also impressed - so that says a lot.;--;--;--
/biz/radhaus-san-francisco-4;Radhaus;German,Gastropubs,Breakfast & Brunch;Marina/Cow Hollow, San Francisco;Oct 14, 2023;5;This place is amazing. Came here last night with a group of 8 or so. We sat outside but we were warm enough due to the heat lamp. I had the doner kebab which was great and then two big boy beers. Service was great, would definitely come back soon;--;--;--
/biz/tonys-di-napoli-new-york-4;Tony's Di Napoli;Italian,Wine Bars,Seafood;Theater District, New York;Oct 7, 2023;3;I thought this place was pretty good. We had the meatballs, the branzino, and a side of mushrooms. The meatballs were a bit dry, the mushrooms were plain, and the branzino was fine. I would def come back, especially when going to a broadway play or something (the service is fast) but likely not a destination spot;--;--;--
/biz/maman-new-york-20;Maman;Coffee & Tea,Bakeries,Breakfast & Brunch;Flatiron, New York;Oct 5, 2023;4;Came here for breakfast with my friend who was out of town and from LA. He's trendy, so wouldn't meet me in midtown. I had the smashed avocado tartine with fried egg which I thought looked good but wasn't quite as delicious as it looked. The line was long but moved at an ok pace. Seems like a good local spot;--;1;--
/biz/royal-35-steakhouse-new-york;Royal 35 Steakhouse;Steakhouses;Midtown East, New York;Sep 30, 2023;4;Good steakhouse. Had the porterhouse for 2, crab cake, creamed spinach, and the crème brûlée. Everything was great. It was a mentor mentee dinner and I thought it was thoughtful they got us a whisky at the end of the dinner. Would certainly come back;1;--;--
/biz/cask-new-york-3;Cask;Bars,New American,Venues & Event Spaces;Murray Hill, New York;Sep 30, 2023;5;Stumbled into this spot late on a rainy Friday. It was busy but we were able to find a spot for a drink on the main floor. Service was great, good music and vibes. Would definitely come back;--;--;--
/biz/café-salmagundi-new-york;Café Salmagundi;Cocktail Bars,New American,Korean;Gramercy, New York;Sep 29, 2023;5;Came here for a drink on a first date. They offered us complimentary champagne, which is amazing. I had the green point as my cocktail... also amazing. We split the melon and fois gras.. everything was super good so now I want to come here for a dinner sometime.;--;--;--
/biz/madame-george-new-york-2;Madame George;Cocktail Bars;Midtown West, New York;Sep 27, 2023;5;Pretty cool cocktail bar / speak easy. Definitely going to come back soon... really cool ambiance, awesome music, great service, great food menu..;2;--;2
/biz/le-pavillon-new-york;Le Pavillon;French,New American;Midtown East, New York;Sep 19, 2023;5;This spot is great- I've been wanting to come here since it opened and I was thrilled when a lawyer invited me to dinner here tonight. The ambiance is much better than the ues location in my pov. The food was amazing. The pork was my favorite, but the lobster spaghetti was great as well. We also had great wine and great caviar. Hope to come back soon;1;--;1
/biz/cafe-chelsea-new-york-5;Cafe Chelsea;French;Chelsea, New York;Sep 17, 2023;5;This spot is great - definitely now one of my favorite French bistros in the city. We split a sancere, which was great, and then split: tuna crudo, beef tar tar, heirloom tomatoes, the ravioli, the sea bass and the soufflés. Every single item was great, the service was great too. We sat on the patio, which is a bit loud as it is on 23rd street. Would definitely come back;--;--;--
/biz/bartaco-seaport-boston-2;bartaco Seaport;Tacos;Waterfront, Boston;Sep 14, 2023;5;As part of a multi day / multi city work trip, stumbled into this place late on a rainy Wednesday. It was loud, busy, but the service was amazing, the tacos were great and the drinks were phenomenal. I was trying to take a work call there, which was insane, given how loud it was.;--;--;--
/biz/pera-mediterranean-brasserie-new-york;Pera Mediterranean Brasserie;Turkish,Mediterranean,Middle Eastern;Midtown East, New York;Sep 9, 2023;5;I've walked by this spot a million times and have never gone in.. I'm glad I did. I went with my friend Yin and we got the watermelon / feta salad, the calamari, and the artichoke to start and then we split the lamb and got a side of rice. Everything was delicious, the service was great, and the interior was bigger than expected. Would definitely come back, maybe for a work dinner;--;--;--
/biz/mobys-east-hampton-3;Moby's;Italian,Pizza,Bars;East Hampton, NY;Sep 5, 2023;5;Came here with some friends - everything was delicious. We had a group of 12 and sat at two different tables. We had the margarita pizza and the sopressata pizza - both were great. The octopus, the garbanzo beans and the whipped ricotta was great. Despite the photo here everything was great;--;--;--
/biz/vig-bar-new-york;Vig Bar;Pubs,Lounges;Nolita, New York;Aug 30, 2023;4;Came here for a drink last night with two buddies. This is a good bar. The kind of spot that makes you wonder if anyone in New York works... it was 930 on a Tuesday and the place was buzzing. I wish they had more rye whiskeys;--;--;--
